,car_age,car_age_category,car_brand,car_city,car_country,car_fuel,car_id,car_mileage,car_model,car_price
4071,16,Old,Toyota,Blagoveshchensk,JP,gasoline,4071,110.0k,bB,760.0k
4075,11,Old,Nissan,Blagoveshchensk,JP,gasoline,4075,150.0k,Murano,1700.0k
4086,8,Middle,Honda,Blagoveshchensk,JP,hybrid,4086,122.0k,Fit,1150.0k
4090,16,Old,Honda,Blagoveshchensk,JP,gasoline,4090,154.0k,CR-V,1255.0k
4109,24,Old,Mitsubishi,Blagoveshchensk,JP,gasoline,4109,255,Delica,350.0k
4119,3,New,Toyota,Blagoveshchensk,JP,gasoline,4119,24.0k,Harrier,3450.0k
4123,6,Middle,Toyota,Blagoveshchensk,JP,hybrid,4123,75.0k,Crown,3300.0k
4124,26,Old,Toyota,Blagoveshchensk,JP,gasoline,4124,250.0k,Ipsum,645.0k
4135,6,Middle,Honda,Blagoveshchensk,JP,gasoline,4135,46.5k,CR-V,3000.0k
4136,6,Middle,Lexus,Blagoveshchensk,JP,gasoline,4136,96.5k,LX570,11950.0k
4140,29,Old,Mitsubishi,Blagoveshchensk,JP,diesel,4140,179.0k,Pajero,950.0k
4143,12,Old,Toyota,Blagoveshchensk,JP,gasoline,4143,120,Vitz,720.0k
4150,14,Old,Toyota,Blagoveshchensk,JP,gasoline,4150,169.0k,Crown,1980.0k
4153,26,Old,Honda,Blagoveshchensk,JP,gasoline,4153,250.0k,HR-V,580.0k
4175,16,Old,Mazda,Blagoveshchensk,JP,gasoline,4175,284.0k,MPV,1000.0k
4176,10,Old,Toyota,Blagoveshchensk,JP,hybrid,4176,192.0k,Crown,2150.0k
4180,28,Old,Toyota,Blagoveshchensk,JP,diesel,4180,124.0k,Land Cruiser Prado,1700.0k
4183,13,Old,Toyota,Blagoveshchensk,JP,hybrid,4183,260.0k,Prius,860.0k
4185,12,Old,Toyota,Blagoveshchensk,JP,gasoline,4185,142.0k,Isis,1500.0k
4186,8,Middle,Toyota,Blagoveshchensk,JP,diesel,4186,110.0k,Hilux,4495.0k
4188,14,Old,Toyota,Blagoveshchensk,JP,gasoline,4188,173.0k,Auris,1150.0k
4190,14,Old,Mitsubishi,Blagoveshchensk,JP,gasoline,4190,190.5k,Delica D:5,1530.0k
4192,8,Middle,Nissan,Blagoveshchensk,JP,gasoline,4192,125,X-Trail,2100.0k
4197,13,Old,Toyota,Blagoveshchensk,JP,hybrid,4197,370.0k,Prius,950.0k
4202,4,Middle,Mitsubishi,Blagoveshchensk,JP,gasoline,4202,22.1k,Eclipse Cross,2450.0k
4230,10,Old,Toyota,Blagoveshchensk,JP,gasoline,4230,200.0k,Vellfire,2900.0k
4253,16,Old,Toyota,Blagoveshchensk,JP,hybrid,4253,60.0k,Prius,780.0k
4254,21,Old,Volkswagen,Blagoveshchensk,DE,gasoline,4254,80.0k,Touareg,400.0k
4257,5,Middle,Lexus,Blagoveshchensk,JP,gasoline,4257,18.0k,RX300,6000.0k
4279,13,Old,Honda,Blagoveshchensk,JP,gasoline,4279,88.0k,Freed,1070.0k
4290,26,Old,Toyota,Blagoveshchensk,JP,gasoline,4290,250.0k,Harrier,1200.0k
4326,7,Middle,Suzuki,Blagoveshchensk,JP,gasoline,4326,128.0k,Alto,720.0k
4329,11,Old,Honda,Blagoveshchensk,JP,gasoline,4329,68.3k,Fit,855.0k
4355,21,Old,Toyota,Blagoveshchensk,JP,gasoline,4355,235.7k,Funcargo,320.0k
4356,10,Old,Toyota,Blagoveshchensk,JP,gasoline,4356,151.0k,Vitz,690.0k
4361,7,Middle,Lexus,Blagoveshchensk,JP,gasoline,4361,115.0k,RX200t,3870.0k
4374,15,Old,Nissan,Blagoveshchensk,JP,gasoline,4374,260.0k,NV200,1000.0k
4378,12,Old,Mercedes-Benz,Blagoveshchensk,DE,gasoline,4378,95.0k,C-Class,1650.0k
4380,9,Middle,Toyota,Blagoveshchensk,JP,gasoline,4380,96.0k,Ractis,1060.0k
4386,11,Old,Infiniti,Blagoveshchensk,JP,gasoline,4386,145.0k,JX35,1500.0k
4397,23,Old,Toyota,Blagoveshchensk,JP,gasoline,4397,150.0k,Nadia,750.0k
4399,20,Old,Toyota,Blagoveshchensk,JP,gasoline,4399,280.0k,ist,600.0k
4407,18,Old,Nissan,Blagoveshchensk,JP,gasoline,4407,250.0k,Tiida Latio,535.0k
4412,31,Old,Toyota,Blagoveshchensk,JP,gasoline,4412,352.6k,Mark II,350.0k
4438,22,Old,Toyota,Blagoveshchensk,JP,gasoline,4438,178.0k,ist,635.0k
4443,10,Old,Toyota,Blagoveshchensk,JP,hybrid,4443,107.2k,Prius,1300.0k
4460,6,Middle,Honda,Blagoveshchensk,JP,gasoline,4460,84.0k,Vezel,2150.0k
4475,29,Old,Toyota,Blagoveshchensk,JP,gasoline,4475,146.3k,Mark II,350.0k
4476,8,Middle,Toyota,Blagoveshchensk,JP,gasoline,4476,91.0k,Harrier,2820.0k
4484,8,Middle,Suzuki,Blagoveshchensk,JP,gasoline,4484,71.0k,Escudo,2045.0k
4491,7,Middle,Toyota,Blagoveshchensk,JP,gasoline,4491,70.4k,Corolla Axio,1270.0k
4502,6,Middle,Haval,Blagoveshchensk,CN,gasoline,4502,52.5k,H6,1350.0k
4509,21,Old,Toyota,Blagoveshchensk,JP,diesel,4509,160.0k,Land Cruiser Prado,2000.0k
4510,26,Old,Toyota,Blagoveshchensk,JP,gasoline,4510,170.0k,Vista,500.0k
4515,9,Middle,Honda,Blagoveshchensk,JP,gasoline,4515,79.0k,Fit,940.0k
4518,22,Old,Nissan,Blagoveshchensk,JP,gasoline,4518,150.0k,Sunny,495.0k
4546,36,Old,Toyota,Blagoveshchensk,JP,gasoline,4546,270.0k,Starlet,430.0k
4552,13,Old,Mazda,Blagoveshchensk,JP,diesel,4552,204.2k,BT-50,1150.0k
4558,9,Middle,Toyota,Blagoveshchensk,JP,hybrid,4558,150.0k,Corolla Fielder,1200.0k
4560,8,Middle,Nissan,Blagoveshchensk,JP,gasoline,4560,66.0k,Serena,1800.0k
4563,9,Middle,Mazda,Blagoveshchensk,JP,diesel,4563,160.0k,CX-3,1450.0k
4564,15,Old,Honda,Blagoveshchensk,JP,hybrid,4564,151.0k,Insight,1200.0k
4588,24,Old,Nissan,Blagoveshchensk,JP,gasoline,4588,100.0k,Sunny,300.0k
4606,25,Old,Toyota,Blagoveshchensk,JP,gasoline,4606,223.0k,Corolla Spacio,565.0k
4615,28,Old,Toyota,Blagoveshchensk,JP,gasoline,4615,250.0k,Mark II,690.0k
4623,23,Old,Toyota,Blagoveshchensk,JP,gasoline,4623,189.0k,Hilux Surf,1650.0k
4624,24,Old,Toyota,Blagoveshchensk,JP,diesel,4624,200.0k,Land Cruiser Prado,1550.0k
4633,4,Middle,Haval,Blagoveshchensk,CN,gasoline,4633,33.0k,Big Dog DaGou,2747.0k
4635,5,Middle,Changan,Blagoveshchensk,CN,gasoline,4635,61.0k,CS85 Coupe,2247.0k
4646,6,Middle,Mitsubishi,Blagoveshchensk,JP,gasoline,4646,159.0k,eK Wagon,759.0k
4647,6,Middle,Toyota,Blagoveshchensk,JP,gasoline,4647,80.0k,Vitz,965.0k
4658,7,Middle,Honda,Blagoveshchensk,JP,hybrid,4658,110.0k,Vezel,1925.0k
4660,15,Old,Honda,Blagoveshchensk,JP,gasoline,4660,56.4k,Fit,980.0k
4666,13,Old,Mercedes-Benz,Blagoveshchensk,DE,gasoline,4666,96.0k,E-Class,1710.0k
4669,17,Old,Toyota,Blagoveshchensk,JP,gasoline,4669,210.0k,Harrier,1520.0k
4674,7,Middle,Toyota,Blagoveshchensk,JP,gasoline,4674,18.0k,Premio,1880.0k
4679,14,Old,Nissan,Blagoveshchensk,JP,gasoline,4679,110.0k,Tiida,695.0k
4680,25,Old,Toyota,Blagoveshchensk,JP,gasoline,4680,211.6k,Gaia,420.0k
4682,13,Old,Lexus,Blagoveshchensk,JP,hybrid,4682,176.0k,CT200h,1570.0k
4690,13,Old,Toyota,Blagoveshchensk,JP,gasoline,4690,135.0k,Corolla Rumion,1075.0k
4691,30,Old,Toyota,Blagoveshchensk,JP,diesel,4691,300.0k,Land Cruiser,1530.0k
4694,11,Old,Subaru,Blagoveshchensk,JP,gasoline,4694,108.0k,Forester,1850.0k
4702,4,Middle,Toyota,Blagoveshchensk,JP,diesel,4702,50,Hiace,7500.0k
4710,23,Old,Toyota,Blagoveshchensk,JP,gasoline,4710,50.0k,Corolla,330.0k
4717,9,Middle,Toyota,Blagoveshchensk,JP,hybrid,4717,152.2k,Aqua,869.0k
4725,25,Old,Toyota,Blagoveshchensk,JP,gasoline,4725,241.5k,Crown,470.0k
4730,12,Old,Toyota,Blagoveshchensk,JP,hybrid,4730,193.0k,Prius,1055.0k
4738,12,Old,Honda,Blagoveshchensk,JP,hybrid,4738,123.0k,Fit Shuttle,1150.0k
4739,23,Old,Toyota,Blagoveshchensk,JP,gasoline,4739,179.0k,Crown,855.0k
4772,15,Old,Honda,Blagoveshchensk,JP,hybrid,4772,151.0k,Insight,1000.0k
4781,3,New,Hyundai,Blagoveshchensk,KR,gasoline,4781,20.0k,Sonata,2710.0k
4784,7,Middle,Toyota,Blagoveshchensk,JP,gasoline,4784,111.0k,Harrier,3000.0k
4812,21,Old,Honda,Blagoveshchensk,JP,gasoline,4812,357.0k,Accord,880.0k
4815,6,Middle,Toyota,Blagoveshchensk,JP,gasoline,4815,64.0k,Passo,803.0k
4818,15,Old,Nissan,Blagoveshchensk,JP,gasoline,4818,182.0k,Tiida,690.0k
4822,8,Middle,Toyota,Blagoveshchensk,JP,hybrid,4822,125.0k,Corolla Fielder,1500.0k
4852,6,Middle,Nissan,Blagoveshchensk,JP,gasoline,4852,100.0k,X-Trail,2545.0k
4866,5,Middle,Toyota,Blagoveshchensk,JP,hybrid,4866,45.0k,Aqua,1750.0k
4882,20,Old,Toyota,Blagoveshchensk,JP,gasoline,4882,210.0k,Allion,785.0k
4895,9,Middle,Toyota,Blagoveshchensk,JP,hybrid,4895,130.0k,Prius Alpha,1600.0k
4910,7,Middle,Mercedes-Benz,Blagoveshchensk,DE,gasoline,4910,90.0k,C-Class,2100.0k
4914,34,Old,Toyota,Blagoveshchensk,JP,gasoline,4914,250.0k,Crown,770.0k
4918,10,Old,Toyota,Blagoveshchensk,JP,gasoline,4918,175.0k,Probox,755.0k
4949,9,Middle,Toyota,Blagoveshchensk,JP,gasoline,4949,137.0k,Ractis,1090.0k
4952,30,Old,Lada,Astrakhan,RUS,gasoline,4952,50.0k,2106,75.0k
4962,6,Middle,Suzuki,Blagoveshchensk,JP,hybrid,4962,143.0k,Solio,1200.0k
4966,4,Middle,Skoda,Voronezh,CZ,gasoline,4966,98.0k,Rapid,1797.0k
4979,9,Middle,Dodge,Voronezh,USA,gasoline,4979,149.6k,Journey,1600.0k
4980,13,Old,Daewoo,Voronezh,KR,gasoline,4980,355.0k,Nexia,185.0k
4986,10,Old,SsangYong,Voronezh,KR ,gasoline,4986,236.7k,Actyon,1079.0k
5009,9,Middle,Volkswagen,Voronezh,DE,gasoline,5009,99.2k,Polo,1099.0k
5013,34,Old,Lada,Barnaul,RUS,gasoline,5013,134.0k,2106,95.0k
5047,20,Old,Lada,Yekaterinburg,RUS,gasoline,5047,35.0k,2106,250.0k
5051,18,Old,Skoda,Voronezh,CZ,gasoline,5051,201.6k,Fabia,409.0k
5055,8,Middle,Renault,Voronezh,FR,gasoline,5055,168.3k,Kaptur,1419.0k
5062,2,New,EXEED,Voronezh,CN,gasoline,5062,2.6k,LX,2730.0k
5065,3,New,Toyota,Voronezh,JP,gasoline,5065,7.8k,Harrier,3699.0k
5067,7,Middle,Skoda,Voronezh,CZ,gasoline,5067,170.2k,Octavia,1378.0k
5068,6,Middle,Kia,Voronezh,KR,gasoline,5068,120.1k,Optima,1737.0k
5092,4,Middle,Volkswagen,Voronezh,DE,gasoline,5092,136.7k,Polo,1229.0k
5117,14,Old,Volkswagen,Voronezh,DE,gasoline,5117,290.0k,Touareg,1699.1k
5120,4,Middle,Lexus,Voronezh,JP,gasoline,5120,89.5k,RX300,5398.0k
5130,9,Middle,Mazda,Voronezh,JP,gasoline,5130,90.0k,CX-5,2090.0k
5169,6,Middle,Hyundai,Voronezh,KR,gasoline,5169,66.1k,Elantra,1670.0k
5175,13,Old,Hyundai,Voronezh,KR,gasoline,5175,178.5k,Solaris,840.0k
5193,4,Middle,Hyundai,Voronezh,KR,gasoline,5193,29.0k,Solaris,1870.0k
5196,13,Old,Hyundai,Voronezh,KR,diesel,5196,236.0k,Santa Fe Classic,940.0k
5205,4,Middle,Renault,Voronezh,FR,gasoline,5205,55.1k,Arkana,1834.0k
5206,6,Middle,Kia,Voronezh,KR,diesel,5206,84.2k,Carnival,3349.0k
5207,19,Old,Opel,Voronezh,DE,gasoline,5207,129.7k,Agila,579.0k
5211,9,Middle,BMW,Voronezh,DE,gasoline,5211,185.7k,5-Series,2195.0k
5227,3,New,Mitsubishi,Voronezh,JP,gasoline,5227,54.2k,ASX,2259.0k
5229,5,Middle,Skoda,Voronezh,CZ,gasoline,5229,47.0k,Rapid,1549.0k
5244,11,Old,Mercedes-Benz,Voronezh,DE,diesel,5244,157.0k,GLK-Class,2210.0k
5249,6,Middle,Nissan,Voronezh,JP,gasoline,5249,70.0k,X-Trail,2333.0k
5250,10,Old,Mitsubishi,Voronezh,JP,gasoline,5250,138.0k,Lancer,950.0k
5251,6,Middle,Volkswagen,Voronezh,DE,gasoline,5251,156.6k,Polo,999.1k
5253,39,Old,Lada,Tomsk,RUS,gasoline,5253,65.1k,2106,90.0k
5257,3,New,Chery,Voronezh,CN,gasoline,5257,16.2k,Tiggo 4,1749.0k
5265,17,Old,Kia,Voronezh,KR,gasoline,5265,242.0k,Ceed,740.0k
5267,8,Middle,Nissan,Voronezh,JP,gasoline,5267,113.5k,Qashqai,1969.0k
5282,18,Old,Opel,Voronezh,DE,gasoline,5282,368.9k,Astra,520.0k
5289,16,Old,Opel,Voronezh,DE,gasoline,5289,279.3k,Astra,649.0k
5293,12,Old,SsangYong,Voronezh,KR ,diesel,5293,121.8k,Actyon,990.0k
5304,3,New,Kia,Voronezh,KR,gasoline,5304,42.7k,Rio X (X-Line),1899.0k
5306,12,Old,Renault,Voronezh,FR,gasoline,5306,81.0k,Sandero,719.0k
5309,6,Middle,Kia,Voronezh,KR,gasoline,5309,201.2k,Sorento,2289.0k
5311,6,Middle,Volkswagen,Voronezh,DE,gasoline,5311,48.4k,Polo,1498.0k
5313,4,Middle,Hyundai,Voronezh,KR,gasoline,5313,52.5k,Solaris,1626.0k
5323,20,Old,Ford,Voronezh,USA,gasoline,5323,430.0k,Focus,260.0k
5324,2,New,Chery,Voronezh,CN,gasoline,5324,22.2k,Tiggo 4 Pro,2349.0k
5331,12,Old,Peugeot,Voronezh,FR,gasoline,5331,131.7k,107,668.0k
5341,15,Old,Volkswagen,Voronezh,DE,diesel,5341,327.0k,Passat,800.0k
5345,13,Old,Opel,Voronezh,DE,gasoline,5345,180.0k,Insignia,1070.0k
5356,3,New,Hyundai,Voronezh,KR,gasoline,5356,40.1k,Solaris,1545.2k
5374,5,Middle,Renault,Voronezh,FR,gasoline,5374,133.3k,Logan Stepway,1190.0k
5381,5,Middle,Kia,Voronezh,KR,diesel,5381,78.7k,Sportage,2749.0k
5413,13,Old,Audi,Voronezh,DE,gasoline,5413,154.7k,Q7,1899.0k
5414,11,Old,Hyundai,Voronezh,KR,gasoline,5414,224.7k,ix35,1409.2k
5428,9,Middle,Hyundai,Voronezh,KR,gasoline,5428,158.8k,i40,1459.0k
5442,12,Old,Honda,Voronezh,JP,gasoline,5442,188.5k,Accord,1525.0k
5444,17,Old,Lada,Barnaul,RUS,gasoline,5444,150.0k,2107,129.0k
5445,12,Old,Nissan,Voronezh,JP,gasoline,5445,120.0k,Juke,1349.0k
5471,2,New,Geely,Voronezh,CN,gasoline,5471,15.0k,Atlas,2850.0k
5484,3,New,Renault,Voronezh,FR,gasoline,5484,58.9k,Arkana,1855.0k
5512,4,Middle,Skoda,Voronezh,CZ,gasoline,5512,39.9k,Kodiaq,3349.0k
5513,7,Middle,Volkswagen,Voronezh,DE,gasoline,5513,148.8k,Tiguan,2349.2k
5515,1,New,Li,Voronezh,CN,hybrid,5515,20,L7,6600.0k
5522,5,Middle,Hyundai,Voronezh,KR,gasoline,5522,127.7k,Elantra,1609.0k
5543,2,New,Mercedes-Benz,Voronezh,DE,gasoline,5543,75.6k,E-Class,6170.0k
5547,9,Middle,Skoda,Voronezh,CZ,gasoline,5547,171.0k,Octavia,1320.0k
5552,13,Old,SsangYong,Voronezh,KR ,diesel,5552,99.6k,Actyon,1169.9k
5566,3,New,Mercedes-Benz,Voronezh,DE,diesel,5566,69.5k,GLS-Class,10298.0k
5587,12,Old,Toyota,Voronezh,JP,gasoline,5587,213.0k,Corolla,1149.0k
5602,19,Old,Lada,Voronezh,RUS,gasoline,5602,101.3k,2107,214.0k
5609,4,Middle,BMW,Voronezh,DE,diesel,5609,117.8k,X5,9970.0k
5618,11,Old,Opel,Voronezh,DE,gasoline,5618,186.4k,Antara,1139.0k
5639,9,Middle,Toyota,Voronezh,JP,gasoline,5639,137.9k,RAV4,1999.0k
5645,11,Old,Ford,Voronezh,USA,gasoline,5645,155.0k,Focus,939.0k
5663,16,Old,Lada,Yekaterinburg,RUS,gasoline,5663,55.0k,2107,265.0k
5664,5,Middle,Toyota,Voronezh,JP,hybrid,5664,111.5k,Prius,2100.0k
5676,13,Old,Volkswagen,Voronezh,DE,gasoline,5676,320.9k,Passat CC,1200.0k
5677,12,Old,Mazda,Voronezh,JP,gasoline,5677,94.3k,Mazda6,1850.0k
5690,3,New,Mazda,Voronezh,JP,gasoline,5690,37.2k,Mazda6,2767.0k
5693,22,Old,Nissan,Voronezh,JP,gasoline,5693,315.0k,X-Trail,790.0k
5731,8,Middle,Kia,Voronezh,KR,gasoline,5731,128.7k,Rio,1255.0k
5752,21,Old,Lada,Irkutsk,RUS,gasoline,5752,777.8k,2107,100.0k
5757,10,Old,Opel,Voronezh,DE,gasoline,5757,133.6k,Mokka,1299.0k
5768,15,Old,Lada,Irkutsk,RUS,gasoline,5768,80.0k,2107,270.0k
5769,11,Old,Citroen,Voronezh,FR,gasoline,5769,195.3k,C4,720.0k
5772,5,Middle,Toyota,Voronezh,JP,gasoline,5772,160.9k,RAV4,3150.0k
5781,5,Middle,Hyundai,Voronezh,KR,gasoline,5781,110.1k,Solaris,1345.0k
5783,5,Middle,Volkswagen,Voronezh,DE,gasoline,5783,91.1k,Polo,1199.1k
5798,8,Middle,Skoda,Voronezh,CZ,gasoline,5798,183.2k,Octavia,1575.0k
5805,16,Old,Hyundai,Voronezh,KR,gasoline,5805,191.0k,Accent,450.0k
5815,12,Old,Lada,Irkutsk,RUS,gasoline,5815,20.2k,2107,275.0k
5836,17,Old,Chevrolet,Voronezh,USA,gasoline,5836,272.5k,Lanos,219.0k
5854,6,Middle,Kia,Voronezh,KR,gasoline,5854,77.8k,Rio,1448.0k
5869,12,Old,Toyota,Voronezh,JP,gasoline,5869,231.8k,Camry,1850.0k
5883,8,Middle,Volkswagen,Voronezh,DE,gasoline,5883,119.4k,Polo,1210.0k
5886,2,New,Chevrolet,Voronezh,USA,gasoline,5886,37.4k,Cobalt,1199.1k
5890,13,Old,Mercedes-Benz,Voronezh,DE,gasoline,5890,144.4k,C-Class,1455.0k
5892,8,Middle,Hyundai,Voronezh,KR,gasoline,5892,71.5k,Solaris,1380.0k
5923,7,Middle,Kia,Voronezh,KR,gasoline,5923,117.9k,Rio,1049.1k
5929,13,Old,Mercedes-Benz,Voronezh,DE,gasoline,5929,127.8k,E-Class,1599.0k
5937,6,Middle,Volkswagen,Voronezh,DE,diesel,5937,46.6k,Tiguan,3300.0k
5938,22,Old,Mazda,Voronezh,JP,gasoline,5938,341.0k,Atenza,360.0k
5961,10,Old,Opel,Voronezh,DE,gasoline,5961,154.9k,Mokka,1300.0k
5968,4,Middle,Hyundai,Voronezh,KR,gasoline,5968,80.7k,Solaris,1788.0k
5974,2,New,Toyota,Voronezh,JP,gasoline,5974,7.3k,Land Cruiser Prado,6299.0k
5979,7,Middle,Toyota,Voronezh,JP,gasoline,5979,113.6k,RAV4,2249.0k
5995,18,Old,Lada,Krasnoyarsk,RUS,gasoline,5995,53.6k,2107,250.0k
5996,13,Old,Honda,Voronezh,JP,gasoline,5996,149.5k,Civic,1099.0k
6024,7,Middle,Volkswagen,Voronezh,DE,gasoline,6024,92.9k,Polo,1170.0k
6027,16,Old,Ford,Voronezh,USA,gasoline,6027,233.0k,Focus,720.0k
6037,7,Middle,BMW,Voronezh,DE,gasoline,6037,133.8k,1-Series,1613.0k
6064,3,New,Skoda,Voronezh,CZ,gasoline,6064,72.3k,Rapid,1859.0k
6071,22,Old,Toyota,Voronezh,JP,gasoline,6071,399.0k,Mark II,748.3k
6099,6,Middle,Hyundai,Voronezh,KR,gasoline,6099,160.0k,Solaris,1150.0k
